,Date,Montly Precipitation,20th Percentile,lat,lon,Year,Month
69,1991-07-01,0.0,0.4179999887943267,35.5,14.5,1991,7
70,1991-07-01,0.0299999993294477,4.595999813079832,36.5,14.5,1991,7
71,1991-07-01,2.220000028610229,11.459999847412108,37.5,14.5,1991,7
72,1991-07-01,5.5,16.360000610351562,38.5,14.5,1991,7
73,1991-07-01,0.0,1.9600000381469729,35.5,23.5,1991,7
74,1991-07-01,0.0,2.896000051498413,35.5,24.5,1991,7
75,1991-07-01,0.1599999964237213,0.283999991416931,36.5,24.5,1991,7
76,1991-07-01,1.8899999856948853,3.0159999847412107,37.5,24.5,1991,7
77,1991-07-01,0.1000000014901161,1.5019999742507932,35.5,25.5,1991,7
78,1991-07-01,0.4900000095367431,1.6579999685287474,35.5,26.5,1991,7
79,1991-07-01,0.0,0.088000002503395,36.5,26.5,1991,7
80,1991-07-01,0.4300000071525574,0.6779999971389769,37.5,26.5,1991,7
81,1991-07-01,0.3100000023841858,0.6439999818801879,35.5,27.5,1991,7
82,1991-07-01,0.2199999988079071,0.627999997138977,36.5,27.5,1991,7
83,1991-07-01,1.0499999523162842,4.429999828338623,37.5,27.5,1991,7
84,1991-08-01,0.1700000017881393,4.584000110626221,35.5,10.5,1991,8
85,1991-08-01,0.7200000286102295,7.848000049591064,36.5,10.5,1991,8
86,1991-08-01,0.9200000166893004,6.035999965667724,37.5,10.5,1991,8
87,1991-08-01,0.449999988079071,3.069999933242798,35.5,11.5,1991,8
88,1991-08-01,0.0,4.339999866485595,36.5,11.5,1991,8
89,1991-08-01,0.0,4.273999977111816,37.5,11.5,1991,8
90,1991-08-01,0.0,0.6979999899864197,35.5,12.5,1991,8
91,1991-08-01,0.0,2.658000040054321,36.5,12.5,1991,8
92,1991-08-01,0.270000010728836,7.410000038146972,37.5,12.5,1991,8
93,1991-08-01,1.6200000047683716,7.862000179290769,38.5,12.5,1991,8
94,1991-08-01,0.0,0.4179999887943267,35.5,14.5,1991,8
95,1991-08-01,1.0499999523162842,4.595999813079832,36.5,14.5,1991,8
96,1991-08-01,1.649999976158142,2.896000051498413,35.5,24.5,1991,8
97,1991-08-01,0.0700000002980232,0.283999991416931,36.5,24.5,1991,8
98,1991-08-01,0.0599999986588954,1.5019999742507932,35.5,25.5,1991,8
99,1991-08-01,0.0199999995529651,0.0299999993294477,36.5,25.5,1991,8
100,1991-08-01,0.0,0.209999993443489,37.5,25.5,1991,8
101,1991-08-01,0.0,0.4699999988079071,38.5,25.5,1991,8
102,1991-08-01,3.240000009536743,5.82799997329712,39.5,25.5,1991,8
103,1991-08-01,4.789999961853027,12.68199996948242,40.5,25.5,1991,8
104,1991-08-01,0.5299999713897705,1.6579999685287474,35.5,26.5,1991,8
105,1991-08-01,0.0,0.088000002503395,36.5,26.5,1991,8
106,1991-08-01,0.0,0.6779999971389769,37.5,26.5,1991,8
107,1991-08-01,0.2399999946355819,2.624000072479248,38.5,26.5,1991,8
108,1991-08-01,4.53000020980835,8.043999767303466,39.5,26.5,1991,8
109,1991-08-01,8.729999542236328,15.838000297546383,40.5,26.5,1991,8
110,1991-08-01,0.2000000029802322,0.6439999818801879,35.5,27.5,1991,8
111,1991-08-01,0.0700000002980232,0.627999997138977,36.5,27.5,1991,8
112,1991-08-01,2.609999895095825,4.429999828338623,37.5,27.5,1991,8
113,1991-08-01,2.559999942779541,6.74399995803833,38.5,27.5,1991,8
114,1991-08-01,1.5299999713897705,11.192000007629394,39.5,27.5,1991,8
115,1991-08-01,4.989999771118164,18.32799911499023,40.5,27.5,1991,8
116,1991-08-01,12.829999923706056,18.768000411987305,41.5,27.5,1991,8
117,1991-09-01,0.3600000143051147,0.4179999887943267,35.5,14.5,1991,9
118,1991-09-01,0.8700000047683716,1.9600000381469729,35.5,23.5,1991,9
119,1991-09-01,2.299999952316284,3.124000072479248,36.5,23.5,1991,9
120,1991-09-01,4.230000019073486,5.619999885559081,37.5,23.5,1991,9
121,1991-09-01,6.710000038146973,9.578000259399412,38.5,23.5,1991,9
122,1991-09-01,0.3700000047683716,2.896000051498413,35.5,24.5,1991,9
123,1991-09-01,0.209999993443489,0.283999991416931,36.5,24.5,1991,9
124,1991-09-01,0.0900000035762786,1.5019999742507932,35.5,25.5,1991,9
125,1991-09-01,0.0,0.0299999993294477,36.5,25.5,1991,9
126,1991-09-01,0.1800000071525573,0.209999993443489,37.5,25.5,1991,9
127,1991-09-01,0.0,0.4699999988079071,38.5,25.5,1991,9
128,1991-09-01,1.649999976158142,1.6579999685287474,35.5,26.5,1991,9
129,1992-06-01,0.0,0.6979999899864197,35.5,12.5,1992,6
130,1992-06-01,2.3399999141693115,2.658000040054321,36.5,12.5,1992,6
131,1992-06-01,1.2100000381469729,1.5019999742507932,35.5,25.5,1992,6
132,1992-06-01,0.0,0.0299999993294477,36.5,25.5,1992,6
133,1992-06-01,0.5299999713897705,1.6579999685287474,35.5,26.5,1992,6
134,1992-06-01,0.0,0.088000002503395,36.5,26.5,1992,6
135,1992-06-01,0.5199999809265137,0.6779999971389769,37.5,26.5,1992,6
136,1992-06-01,0.0799999982118606,0.6439999818801879,35.5,27.5,1992,6
137,1992-06-01,0.3499999940395355,0.627999997138977,36.5,27.5,1992,6
138,1992-07-01,0.2899999916553497,4.584000110626221,35.5,10.5,1992,7
139,1992-07-01,0.0299999993294477,3.069999933242798,35.5,11.5,1992,7
140,1992-07-01,0.0,0.4179999887943267,35.5,14.5,1992,7
141,1992-07-01,0.0399999991059303,1.9600000381469729,35.5,23.5,1992,7
142,1992-07-01,2.5299999713897705,3.124000072479248,36.5,23.5,1992,7
143,1992-07-01,2.740000009536743,5.619999885559081,37.5,23.5,1992,7
144,1992-07-01,3.190000057220459,9.578000259399412,38.5,23.5,1992,7
145,1992-07-01,15.3100004196167,17.918000411987304,39.5,23.5,1992,7
146,1992-07-01,2.049999952316284,2.896000051498413,35.5,24.5,1992,7
147,1992-07-01,0.1599999964237213,0.283999991416931,36.5,24.5,1992,7
148,1992-07-01,0.8299999833106995,3.0159999847412107,37.5,24.5,1992,7
149,1992-07-01,1.7999999523162842,6.963999843597412,38.5,24.5,1992,7
150,1992-07-01,1.4199999570846558,4.668000030517578,39.5,24.5,1992,7
151,1992-07-01,17.729999542236328,21.56199989318848,40.5,24.5,1992,7
152,1992-07-01,0.5600000023841858,1.6579999685287474,35.5,26.5,1992,7
153,1992-07-01,0.0,0.088000002503395,36.5,26.5,1992,7
154,1992-07-01,0.1899999976158142,0.6779999971389769,37.5,26.5,1992,7
155,1992-07-01,0.3300000131130218,0.6439999818801879,35.5,27.5,1992,7
156,1992-07-01,0.5199999809265137,0.627999997138977,36.5,27.5,1992,7
157,1992-07-01,3.259999990463257,4.429999828338623,37.5,27.5,1992,7
158,1992-08-01,4.559999942779541,4.584000110626221,35.5,10.5,1992,8
159,1992-08-01,7.28000020980835,7.848000049591064,36.5,10.5,1992,8
160,1992-08-01,4.019999980926514,6.035999965667724,37.5,10.5,1992,8
161,1992-08-01,0.0299999993294477,0.6979999899864197,35.5,12.5,1992,8
162,1992-08-01,0.0,2.658000040054321,36.5,12.5,1992,8
163,1992-08-01,0.0,0.4179999887943267,35.5,14.5,1992,8
164,1992-08-01,3.7799999713897705,4.595999813079832,36.5,14.5,1992,8
165,1992-08-01,0.1199999973177909,1.9600000381469729,35.5,23.5,1992,8
166,1992-08-01,1.9700000286102293,3.124000072479248,36.5,23.5,1992,8
167,1992-08-01,2.200000047683716,5.619999885559081,37.5,23.5,1992,8
168,1992-08-01,0.1199999973177909,9.578000259399412,38.5,23.5,1992,8
169,1992-08-01,0.4000000059604645,17.918000411987304,39.5,23.5,1992,8
170,1992-08-01,2.180000066757202,14.66800022125244,40.5,23.5,1992,8
171,1992-08-01,7.28000020980835,23.55399971008301,41.5,23.5,1992,8
172,1992-08-01,24.559999465942383,33.28000030517578,42.5,23.5,1992,8
173,1992-08-01,9.470000267028809,22.715999603271484,43.5,23.5,1992,8
174,1992-08-01,17.649999618530273,22.783999252319333,44.5,23.5,1992,8
175,1992-08-01,0.0299999993294477,2.896000051498413,35.5,24.5,1992,8
176,1992-08-01,0.0,0.283999991416931,36.5,24.5,1992,8
177,1992-08-01,0.0,3.0159999847412107,37.5,24.5,1992,8
178,1992-08-01,0.0,6.963999843597412,38.5,24.5,1992,8
179,1992-08-01,0.0599999986588954,4.668000030517578,39.5,24.5,1992,8
180,1992-08-01,3.2100000381469727,21.56199989318848,40.5,24.5,1992,8
181,1992-08-01,19.18000030517578,33.00399932861328,41.5,24.5,1992,8
182,1992-08-01,20.479999542236328,28.61599998474121,42.5,24.5,1992,8
183,1992-08-01,20.809999465942383,21.988000106811523,43.5,24.5,1992,8
184,1992-08-01,0.0299999993294477,1.5019999742507932,35.5,25.5,1992,8
185,1992-08-01,0.5299999713897705,1.6579999685287474,35.5,26.5,1992,8
186,1992-08-01,0.0,0.088000002503395,36.5,26.5,1992,8
187,1992-08-01,0.0799999982118606,0.6779999971389769,37.5,26.5,1992,8
188,1992-08-01,0.6700000166893005,2.624000072479248,38.5,26.5,1992,8
189,1992-08-01,1.7799999713897705,8.043999767303466,39.5,26.5,1992,8
190,1992-08-01,2.5,15.838000297546383,40.5,26.5,1992,8
191,1992-08-01,3.069999933242798,18.945999908447263,41.5,26.5,1992,8
192,1992-08-01,5.78000020980835,21.336000442504883,42.5,26.5,1992,8
193,1992-08-01,5.050000190734863,24.9620002746582,43.5,26.5,1992,8
194,1992-08-01,10.260000228881836,21.88599967956543,44.5,26.5,1992,8
195,1992-08-01,0.1800000071525573,0.6439999818801879,35.5,27.5,1992,8
196,1992-08-01,0.1700000017881393,0.627999997138977,36.5,27.5,1992,8
197,1992-08-01,1.5199999809265137,4.429999828338623,37.5,27.5,1992,8
198,1992-08-01,0.5,6.74399995803833,38.5,27.5,1992,8
199,1992-08-01,0.8199999928474426,11.192000007629394,39.5,27.5,1992,8
200,1992-08-01,3.130000114440918,18.32799911499023,40.5,27.5,1992,8
201,1992-08-01,1.149999976158142,18.768000411987305,41.5,27.5,1992,8
202,1992-08-01,3.869999885559082,21.08999977111816,42.5,27.5,1992,8
203,1992-08-01,4.670000076293945,21.410000228881835,43.5,27.5,1992,8
204,1992-08-01,7.679999828338623,17.538000106811523,44.5,27.5,1992,8
205,1992-08-01,16.200000762939453,17.54599952697754,45.5,27.5,1992,8
206,1992-08-01,16.350000381469727,18.23400001525879,46.5,27.5,1992,8
207,1992-08-01,11.34000015258789,19.31199989318848,47.5,27.5,1992,8
208,1992-09-01,0.0,0.6979999899864197,35.5,12.5,1992,9
209,1992-09-01,2.1700000762939453,2.658000040054321,36.5,12.5,1992,9
210,1992-09-01,0.0,0.4179999887943267,35.5,14.5,1992,9
211,1992-09-01,0.0599999986588954,1.9600000381469729,35.5,23.5,1992,9
212,1992-09-01,2.490000009536743,3.124000072479248,36.5,23.5,1992,9
213,1992-09-01,1.8799999952316284,5.619999885559081,37.5,23.5,1992,9
214,1992-09-01,0.8299999833106995,9.578000259399412,38.5,23.5,1992,9
215,1992-09-01,1.2200000286102295,17.918000411987304,39.5,23.5,1992,9
216,1992-09-01,1.149999976158142,14.66800022125244,40.5,23.5,1992,9
217,1992-09-01,9.479999542236328,23.55399971008301,41.5,23.5,1992,9
218,1992-09-01,11.75,33.28000030517578,42.5,23.5,1992,9
219,1992-09-01,10.550000190734863,22.715999603271484,43.5,23.5,1992,9
220,1992-09-01,14.670000076293944,22.783999252319333,44.5,23.5,1992,9
221,1992-09-01,0.0599999986588954,2.896000051498413,35.5,24.5,1992,9
222,1992-09-01,0.1899999976158142,0.283999991416931,36.5,24.5,1992,9
223,1992-09-01,0.0900000035762786,1.5019999742507932,35.5,25.5,1992,9
224,1992-09-01,0.0,0.0299999993294477,36.5,25.5,1992,9
225,1992-09-01,0.1700000017881393,0.209999993443489,37.5,25.5,1992,9
226,1992-09-01,0.0,0.4699999988079071,38.5,25.5,1992,9
227,1992-09-01,0.1899999976158142,5.82799997329712,39.5,25.5,1992,9
228,1992-09-01,0.0099999997764825,12.68199996948242,40.5,25.5,1992,9
229,1992-09-01,5.539999961853027,22.63400001525879,41.5,25.5,1992,9
230,1992-09-01,7.769999980926514,24.309999847412108,42.5,25.5,1992,9
231,1992-09-01,7.880000114440918,23.068000411987303,43.5,25.5,1992,9
232,1992-09-01,11.15999984741211,23.759999847412107,44.5,25.5,1992,9
233,1992-10-01,0.4300000071525574,1.9600000381469729,35.5,23.5,1992,10
234,1992-10-01,0.3499999940395355,2.896000051498413,35.5,24.5,1992,10
235,1992-10-01,0.2300000041723251,1.5019999742507932,35.5,25.5,1992,10
236,1992-10-01,0.0,0.0299999993294477,36.5,25.5,1992,10
237,1992-10-01,0.5899999737739563,0.6439999818801879,35.5,27.5,1992,10
238,1992-11-01,0.3499999940395355,0.4179999887943267,35.5,14.5,1992,11
239,1993-04-01,1.5199999809265137,4.584000110626221,35.5,10.5,1993,4
240,1993-04-01,3.799999952316284,7.848000049591064,36.5,10.5,1993,4
241,1993-04-01,0.9900000095367432,3.069999933242798,35.5,11.5,1993,4
242,1993-04-01,0.0,0.6979999899864197,35.5,12.5,1993,4
243,1993-04-01,2.380000114440918,2.658000040054321,36.5,12.5,1993,4
244,1993-04-01,0.0,0.4179999887943267,35.5,14.5,1993,4
245,1993-04-01,2.940000057220459,4.595999813079832,36.5,14.5,1993,4
246,1993-04-01,3.059999942779541,11.459999847412108,37.5,14.5,1993,4
247,1993-04-01,10.739999771118164,16.360000610351562,38.5,14.5,1993,4
248,1993-06-01,0.3700000047683716,4.584000110626221,35.5,10.5,1993,6
249,1993-06-01,0.209999993443489,7.848000049591064,36.5,10.5,1993,6
250,1993-06-01,0.7200000286102295,6.035999965667724,37.5,10.5,1993,6
251,1993-06-01,0.1000000014901161,3.069999933242798,35.5,11.5,1993,6
252,1993-06-01,0.8100000023841858,4.339999866485595,36.5,11.5,1993,6
253,1993-06-01,0.7699999809265137,4.273999977111816,37.5,11.5,1993,6
254,1993-06-01,0.0,0.6979999899864197,35.5,12.5,1993,6
255,1993-06-01,0.3000000119209289,2.658000040054321,36.5,12.5,1993,6
256,1993-06-01,0.0,7.410000038146972,37.5,12.5,1993,6
257,1993-06-01,0.1199999973177909,7.862000179290769,38.5,12.5,1993,6
258,1993-07-01,0.0099999997764825,4.584000110626221,35.5,10.5,1993,7
259,1993-07-01,0.0700000002980232,7.848000049591064,36.5,10.5,1993,7
260,1993-07-01,0.0099999997764825,6.035999965667724,37.5,10.5,1993,7
261,1993-07-01,0.0,3.069999933242798,35.5,11.5,1993,7
262,1993-07-01,0.0599999986588954,4.339999866485595,36.5,11.5,1993,7
263,1993-07-01,0.0700000002980232,4.273999977111816,37.5,11.5,1993,7
264,1993-07-01,0.0,0.6979999899864197,35.5,12.5,1993,7
265,1993-07-01,0.0,2.658000040054321,36.5,12.5,1993,7
266,1993-07-01,0.0,7.410000038146972,37.5,12.5,1993,7
267,1993-07-01,0.0,7.862000179290769,38.5,12.5,1993,7
268,1993-07-01,0.0,0.4179999887943267,35.5,14.5,1993,7
269,1993-07-01,0.0299999993294477,4.595999813079832,36.5,14.5,1993,7
270,1993-07-01,3.220000028610229,11.459999847412108,37.5,14.5,1993,7
271,1993-07-01,0.0,1.9600000381469729,35.5,23.5,1993,7
272,1993-07-01,0.699999988079071,3.124000072479248,36.5,23.5,1993,7
273,1993-07-01,0.0,2.896000051498413,35.5,24.5,1993,7
274,1993-07-01,0.1599999964237213,0.283999991416931,36.5,24.5,1993,7
275,1993-07-01,0.0,3.0159999847412107,37.5,24.5,1993,7
276,1993-07-01,0.0399999991059303,6.963999843597412,38.5,24.5,1993,7
277,1993-07-01,0.6299999952316284,4.668000030517578,39.5,24.5,1993,7
278,1993-07-01,19.1299991607666,21.56199989318848,40.5,24.5,1993,7
279,1993-07-01,0.1000000014901161,1.5019999742507932,35.5,25.5,1993,7
280,1993-07-01,0.4900000095367431,1.6579999685287474,35.5,26.5,1993,7
281,1993-07-01,0.0,0.088000002503395,36.5,26.5,1993,7
282,1993-07-01,0.0,0.6779999971389769,37.5,26.5,1993,7
283,1993-07-01,0.2399999946355819,2.624000072479248,38.5,26.5,1993,7
284,1993-07-01,3.609999895095825,8.043999767303466,39.5,26.5,1993,7
285,1993-07-01,5.559999942779541,15.838000297546383,40.5,26.5,1993,7
286,1993-07-01,6.5,18.945999908447263,41.5,26.5,1993,7
287,1993-07-01,18.3700008392334,21.336000442504883,42.5,26.5,1993,7
288,1993-07-01,0.3100000023841858,0.6439999818801879,35.5,27.5,1993,7
289,1993-07-01,0.0700000002980232,0.627999997138977,36.5,27.5,1993,7
290,1993-07-01,0.0,4.429999828338623,37.5,27.5,1993,7
291,1993-07-01,2.799999952316284,6.74399995803833,38.5,27.5,1993,7
292,1993-07-01,9.640000343322754,11.192000007629394,39.5,27.5,1993,7
293,1993-07-01,13.779999732971191,18.32799911499023,40.5,27.5,1993,7
294,1993-07-01,11.170000076293944,18.768000411987305,41.5,27.5,1993,7
295,1993-07-01,16.260000228881836,21.08999977111816,42.5,27.5,1993,7
296,1993-08-01,0.6399999856948853,4.584000110626221,35.5,10.5,1993,8
297,1993-08-01,1.7999999523162842,7.848000049591064,36.5,10.5,1993,8
298,1993-08-01,0.1500000059604644,6.035999965667724,37.5,10.5,1993,8
299,1993-08-01,0.0,3.069999933242798,35.5,11.5,1993,8
300,1993-08-01,0.4600000083446502,4.339999866485595,36.5,11.5,1993,8
301,1993-08-01,0.3300000131130218,4.273999977111816,37.5,11.5,1993,8
302,1993-08-01,0.0,0.6979999899864197,35.5,12.5,1993,8
303,1993-08-01,0.0,2.658000040054321,36.5,12.5,1993,8
304,1993-08-01,4.909999847412109,7.410000038146972,37.5,12.5,1993,8
305,1993-08-01,1.090000033378601,7.862000179290769,38.5,12.5,1993,8
306,1993-08-01,0.0,0.4179999887943267,35.5,14.5,1993,8
307,1993-08-01,0.0,4.595999813079832,36.5,14.5,1993,8
308,1993-08-01,2.640000104904175,11.459999847412108,37.5,14.5,1993,8
309,1993-08-01,0.0,16.360000610351562,38.5,14.5,1993,8
310,1993-08-01,0.1199999973177909,1.9600000381469729,35.5,23.5,1993,8
311,1993-08-01,1.2400000095367432,3.124000072479248,36.5,23.5,1993,8
312,1993-08-01,0.1700000017881393,5.619999885559081,37.5,23.5,1993,8
313,1993-08-01,0.3799999952316284,9.578000259399412,38.5,23.5,1993,8
314,1993-08-01,3.9800000190734863,17.918000411987304,39.5,23.5,1993,8
315,1993-08-01,6.059999942779541,14.66800022125244,40.5,23.5,1993,8
316,1993-08-01,12.270000457763672,23.55399971008301,41.5,23.5,1993,8
317,1993-08-01,10.890000343322754,33.28000030517578,42.5,23.5,1993,8
318,1993-08-01,19.65999984741211,22.715999603271484,43.5,23.5,1993,8
319,1993-08-01,0.0299999993294477,2.896000051498413,35.5,24.5,1993,8
320,1993-08-01,0.0,0.283999991416931,36.5,24.5,1993,8
321,1993-08-01,0.0,3.0159999847412107,37.5,24.5,1993,8
322,1993-08-01,0.0,6.963999843597412,38.5,24.5,1993,8
323,1993-08-01,0.1099999994039535,4.668000030517578,39.5,24.5,1993,8
324,1993-08-01,3.5299999713897705,21.56199989318848,40.5,24.5,1993,8
325,1993-08-01,25.89999961853028,33.00399932861328,41.5,24.5,1993,8
326,1993-08-01,17.93000030517578,28.61599998474121,42.5,24.5,1993,8
327,1993-08-01,0.0299999993294477,1.5019999742507932,35.5,25.5,1993,8
328,1993-08-01,0.5299999713897705,1.6579999685287474,35.5,26.5,1993,8
329,1993-08-01,0.0,0.088000002503395,36.5,26.5,1993,8
330,1993-08-01,0.0,0.6779999971389769,37.5,26.5,1993,8
331,1993-08-01,0.0199999995529651,2.624000072479248,38.5,26.5,1993,8
332,1993-08-01,1.850000023841858,8.043999767303466,39.5,26.5,1993,8
333,1993-08-01,3.9700000286102295,15.838000297546383,40.5,26.5,1993,8
334,1993-08-01,15.039999961853027,18.945999908447263,41.5,26.5,1993,8
335,1993-08-01,0.2000000029802322,0.6439999818801879,35.5,27.5,1993,8
336,1993-08-01,0.050000000745058,0.627999997138977,36.5,27.5,1993,8
337,1993-08-01,0.050000000745058,4.429999828338623,37.5,27.5,1993,8
338,1993-08-01,0.050000000745058,6.74399995803833,38.5,27.5,1993,8
339,1993-08-01,3.1600000858306885,11.192000007629394,39.5,27.5,1993,8
340,1993-08-01,11.789999961853027,18.32799911499023,40.5,27.5,1993,8
341,1993-08-01,16.239999771118164,18.768000411987305,41.5,27.5,1993,8
342,1993-09-01,0.550000011920929,1.9600000381469729,35.5,23.5,1993,9
343,1993-09-01,0.2599999904632568,2.896000051498413,35.5,24.5,1993,9
344,1993-09-01,0.2300000041723251,0.283999991416931,36.5,24.5,1993,9
345,1993-09-01,0.0900000035762786,1.5019999742507932,35.5,25.5,1993,9
346,1994-05-01,0.3400000035762787,0.6979999899864197,35.5,12.5,1994,5
347,1994-05-01,0.0,0.4179999887943267,35.5,14.5,1994,5
348,1994-05-01,2.140000104904175,4.595999813079832,36.5,14.5,1994,5
349,1994-05-01,5.71999979019165,11.459999847412108,37.5,14.5,1994,5
350,1994-06-01,0.0399999991059303,0.6979999899864197,35.5,12.5,1994,6
351,1994-06-01,0.2000000029802322,1.9600000381469729,35.5,23.5,1994,6
352,1994-06-01,0.449999988079071,3.124000072479248,36.5,23.5,1994,6
353,1994-06-01,0.6600000262260437,2.896000051498413,35.5,24.5,1994,6
354,1994-06-01,1.399999976158142,1.5019999742507932,35.5,25.5,1994,6
355,1994-06-01,1.399999976158142,1.6579999685287474,35.5,26.5,1994,6
356,1994-07-01,1.100000023841858,4.584000110626221,35.5,10.5,1994,7
357,1994-07-01,0.4300000071525574,3.069999933242798,35.5,11.5,1994,7
358,1994-07-01,1.350000023841858,4.339999866485595,36.5,11.5,1994,7
359,1994-07-01,1.6200000047683716,4.273999977111816,37.5,11.5,1994,7
360,1994-07-01,0.0,0.6979999899864197,35.5,12.5,1994,7
361,1994-07-01,0.1599999964237213,2.658000040054321,36.5,12.5,1994,7
362,1994-07-01,0.0,0.4179999887943267,35.5,14.5,1994,7
363,1994-07-01,3.0199999809265137,4.595999813079832,36.5,14.5,1994,7
364,1994-07-01,0.0,1.9600000381469729,35.5,23.5,1994,7
365,1994-07-01,0.6600000262260437,3.124000072479248,36.5,23.5,1994,7
366,1994-07-01,0.0,2.896000051498413,35.5,24.5,1994,7
367,1994-07-01,0.2899999916553497,1.5019999742507932,35.5,25.5,1994,7
